Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"","","13000","13000","13000"," 36 months"," 11.44%","428.32","B","B4","Accounts Payable Coordinator","10+ years","RENT","54500","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","606xx","IL","10.81","0","Sep-2002","0","","","11","0","12514","33.5%","23","w","11448.77","11448.77","2125.08","2125.08","1551.23","573.85","0.0","0.0","0.0","Sep-2017","428.32","Oct-2017","Aug-2017","0","","1","INDIVIDUAL","","","","0","0","16632","0","1","0","1","23","4118","59","0","0","8419","38","37400","1","6","1","1","2079","15081","35.8","0","0","148","174","37","23","0","76","","1","","0","1","2","3","5","5","10","17","2","11","0","0","0","0","100","0","0","0","44400","16632","23500","7000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months","  7.24%","185.93","A","A3","Program Manager","3 years","RENT","125000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","981xx","WA","9.25","0","Jul-2004","1","54","","16","0","9571","41.3%","27","w","5087.96","5087.96","1093.86","1093.86","912.04","181.82","0.0","0.0","0.0","Sep-2017","185.93","Oct-2017","Sep-2017","0","54","1","INDIVIDUAL","","","","0","0","60622","1","11","2","2","3","51051","103","1","2","6129","83","23200","1","1","1","4","3789","13629","41.3","0","0","152","149","7","3","0","7","","4","","9","3","3","5","5","22","5","5","3","16","0","0","0","3","59.1","20","0","0","72865","60622","23200","49665","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","20000","20000","20000"," 36 months"," 15.99%","703.05","C","C5","Business development ","1 year","RENT","77000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","941xx","CA","29.02","1","Aug-1989","1","21","","13","0","11843","26%","24","w","17758.30","17758.30","3479.72","3479.72","2241.70","1238.02","0.0","0.0","0.0","Sep-2017","703.05","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","39953","2","4","2","2","1","28110","61","3","4","5701","44","45500","2","0","1","6","3073","26073","27.4","0","0","79","331","3","1","0","3","","0","21","0","4","5","5","11","7","9","17","5","13","0","0","0","5","95.8","20","0","0","91877","39953","35900","46377","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","14400","14400","14400"," 36 months"," 10.49%","467.97","B","B2","Property Manager","6 years","MORTGAGE","130000","Not Verified","Mar-2017","Current","n","","","vacation","Vacation","913xx","CA","30.77","0","Dec-1997","1","","","22","0","17867","31.3%","42","f","12659.38","12659.38","2323.07","2323.07","1740.62","582.45","0.0","0.0","0.0","Sep-2017","467.97","Oct-2017","Aug-2017","0","","1","INDIVIDUAL","","","","0","0","516003","4","3","0","3","18","38988","46","3","5","10406","45","57100","1","0","1","11","28667","32121","33.8","0","0","129","231","2","2","3","6","","6","","0","3","5","11","21","4","17","33","5","22","0","0","0","4","100","12.5","0","0","613293","69480","48500","84256","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","3025","3025","3025"," 36 months","  6.99%","93.39","A","A2","Recruiter","10+ years","MORTGAGE","83000","Not Verified","Mar-2017","Current","n","","","vacation","Vacation","301xx","GA","20.76","0","Oct-1994","0","","","13","0","45915","67.3%","24","w","2641.71","2641.71","464.6","464.60","383.29","81.31","0.0","0.0","0.0","Sep-2017","93.39","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","169986","1","4","0","2","17","16235","96","1","1","11947","73","68200","1","5","2","3","13076","14205","68.6","0","0","107","269","4","4","1","4","","0","","0","5","8","5","8","10","8","13","8","13","0","0","0","1","100","40","0","0","221415","62150","45300","16961","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","4000","4000","4000"," 36 months"," 10.49%","130","B","B2","Dental hygienist","2 years","RENT","50000","Source Verified","Mar-2017","Current","n","","","major_purchase","Major purchase","768xx","TX","33.61","1","Apr-2003","0","6","37","10","1","4388","33.2%","33","w","3517.02","3517.02","645.34","645.34","482.98","162.36","0.0","0.0","0.0","Sep-2017","130.0","Oct-2017","Sep-2017","0","67","1","INDIVIDUAL","","","","0","0","136208","0","4","1","2","7","131820","70","0","4","2461","56","13200","0","0","1","6","13621","39","98.4","0","0","148","163","15","7","6","120","","9","61","1","1","4","1","3","15","6","12","4","10","0","0","0","1","87.5","100","0","0","152852","136208","2500","139652","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","14000","14000","14000"," 60 months"," 15.99%","340.38","C","C5","Teacher","10+ years","RENT","43000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","367xx","AL","21.8","1","Oct-1995","0","10","","3","0","18537","99.1%","8","w","13210.08","13210.08","1677.03","1677.03","789.92","887.11","0.0","0.0","0.0","Sep-2017","340.38","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","26572","0","1","0","0","25","8035","42","0","0","18537","70","18700","0","0","0","0","8857","163","99.1","0","0","257","137","60","25","0","137","","","","0","1","1","1","2","5","1","3","1","3","0","0","0","0","87.5","100","0","0","38058","26572","18700","19358","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","9900","9900","9900"," 36 months","  5.32%","298.14","A","A1","Radtech","10+ years","MORTGAGE","53000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","307xx","GA","19.47","1","Apr-2006","0","16","","10","0","6585","34.5%","22","f","8617.43","8617.43","1484.85","1484.85","1282.57","202.28","0.0","0.0","0.0","Sep-2017","298.14","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","146116","0","3","0","1","22","36633","75","0","0","2756","64","19100","0","1","0","1","14612","7699","41.7","0","0","131","115","36","22","1","36","16","","16","0","2","3","4","5","12","6","9","3","10","0","0","0","0","90.5","0","0","0","184966","43218","13200","48908","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","20000","20000","20000"," 36 months","  8.24%","628.95","B","B1","IT Lead Business Analyst","10+ years","MORTGAGE","100000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","852xx","AZ","17.44","0","Dec-2006","0","","100","11","1","16206","60%","21","w","17507.93","17507.93","3126.44","3126.44","2492.07","634.37","0.0","0.0","0.0","Sep-2017","628.95","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","264832","1","2","0","1","22","16168","42","1","3","5775","49","27000","0","1","0","5","26483","3452","79.3","0","0","119","93","6","6","8","6","","19","","0","4","6","4","4","3","8","10","6","11","0","0","0","2","100","75","1","0","301225","32374","16700","38772","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","9000","9000","9000"," 36 months"," 11.39%","296.32","B","B3","SUPERINTENDANT","10+ years","MORTGAGE","60000","Not Verified","Mar-2017","Current","n","","","medical","Medical expenses","761xx","TX","19.58","0","Apr-2000","0","","","13","0","20779","30%","25","w","7925.32","7925.32","1470.21","1470.21","1074.68","395.53","0.0","0.0","0.0","Sep-2017","296.32","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","46443","1","2","1","2","11","11633","63","1","2","3837","37","69200","0","5","0","4","3573","25905","33.1","0","0","188","203","6","6","1","6","","","","0","6","8","7","7","9","10","15","8","13","0","0","0","2","100","0","0","0","139437","32412","38700","18400","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","16000","16000","16000"," 60 months"," 12.74%","361.93","C","C1","claims analyst","10+ years","MORTGAGE","130000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","577xx","SD","8.28","0","Jul-1995","0","42","79","16","1","8595","25.8%","48","w","15019.07","15019.07","1787.0","1787.00","980.93","806.07","0.0","0.0","0.0","Sep-2017","361.93","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","44263","0","3","1","2","8","35668","77","2","6","4566","56","33300","3","9","6","8","2766","3350","58.1","0","0","141","260","10","8","3","23","","8","42","0","2","5","2","12","12","13","33","5","16","0","0","0","3","97.6","50","1","0","79751","44263","8000","46451","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","14000","14000","14000"," 60 months"," 12.74%","316.69","C","C1","Relocation Specialist","9 years","RENT","49960","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","980xx","WA","9.3","0","May-1990","0","","90","8","1","3453","22%","21","w","13141.68","13141.68","1637.95","1637.95","858.32","779.63","0.0","0.0","0.0","Sep-2017","316.69","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","10773","0","1","0","1","13","7320","73","0","1","3453","42","15700","1","0","0","2","1347","11247","23.5","0","0","34","322","24","13","2","24","","13","","0","1","1","6","12","2","7","17","1","8","0","0","0","0","100","16.7","1","0","25700","10773","14700","10000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","2000","2000","2000"," 36 months"," 16.99%","71.3","D","D1","Supervisor","6 years","MORTGAGE","62000","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","983xx","WA","16.43","0","Oct-2007","2","57","44","10","2","6504","44.9%","20","f","1778.91","1778.91","352.72","352.72","221.09","131.63","0.0","0.0","0.0","Sep-2017","71.3","Oct-2017","Sep-2017","0","57","1","INDIVIDUAL","","","","0","0","321694","4","2","1","3","2","33320","87","5","7","3381","75","14500","3","4","4","11","32169","5591","51.4","0","0","113","113","6","2","2","6","","0","","1","3","5","5","7","8","7","10","5","10","0","0","0","7","100","40","2","0","337688","39824","11500","38491","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15000","15000","15000"," 60 months"," 13.49%","345.08","C","C2","Unit Supply Sergeant ","10+ years","RENT","70000","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","531xx","WI","23.3","0","Aug-2004","0","","","13","0","17612","59.5%","43","w","14097.66","14097.66","1702.92","1702.92","902.34","800.58","0.0","0.0","0.0","Sep-2017","345.08","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","878","231762","1","4","3","3","7","36399","69","2","5","11014","66","29600","2","2","8","10","17828","1585","91.7","0","0","126","151","3","3","5","22","","8","","0","2","3","3","7","9","7","26","3","13","0","0","0","6","100","66.7","0","0","262663","54162","19100","52569","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","14000","14000","14000"," 36 months"," 15.99%","492.13","C","C5","Project Leader","10+ years","MORTGAGE","82000","Source Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","672xx","KS","31.07","0","May-1996","0","","","18","0","69578","63.2%","31","w","12430.84","12430.84","2435.78","2435.78","1569.16","866.62","0.0","0.0","0.0","Sep-2017","492.13","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","202617","0","3","0","1","22","34430","57","0","2","13686","61","110037","0","9","0","3","11257","29762","63.4","0","0","140","250","13","13","6","13","","13","","0","7","9","8","13","4","14","21","9","18","0","0","0","0","100","25","0","0","286204","104008","81400","60167","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","5000","5000","5000"," 36 months"," 25.49%","200.1","E","E4","Pilot","10+ years","MORTGAGE","215000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","067xx","CT","6.06","0","Jan-2004","4","","","11","0","8678","18.8%","16","f","4510.17","4510.17","986.34","986.34","489.83","496.51","0.0","0.0","0.0","Sep-2017","200.1","Oct-2017","Aug-2017","0","","1","INDIVIDUAL","","","","0","0","44754","1","3","2","4","7","35832","68","2","2","8659","27","46200","2","0","6","6","4069","37522","18.8","0","0","83","87","5","5","0","5","","0","","0","2","2","7","8","7","7","8","2","11","0","0","0","4","100","0","0","0","100763","44754","46200","49814","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15000","15000","15000"," 36 months","  5.32%","451.73","A","A1","Executive Account Manager","10+ years","MORTGAGE","182000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","751xx","TX","9.35","0","Nov-1974","0","","","13","0","34623","33.7%","32","w","13056.70","13056.70","2249.78","2249.78","1943.30","306.48","0.0","0.0","0.0","Sep-2017","451.73","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","233521","0","1","0","1","24","2667","59","2","2","12503","42","102600","1","6","0","4","17963","55203","26","0","0","92","508","8","8","5","8","","17","","0","3","6","7","11","9","10","16","6","13","0","0","0","2","100","0","0","0","325464","50766","74600","4508","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","20000","20000","20000"," 36 months","  5.32%","602.3","A","A1","Associate Dentist ","3 years","RENT","120000","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","926xx","CA","26.54","0","Aug-2002","1","","","18","0","2646","3%","60","w","17408.96","17408.96","2999.68","2999.68","2591.04","408.64","0.0","0.0","0.0","Sep-2017","602.3","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","675385","1","10","1","2","3","672739","106","1","3","2075","51","87400","0","0","2","5","37521","84754","3","0","0","175","175","9","3","0","9","","3","","0","3","3","8","12","46","8","14","3","18","0","0","0","2","100","0","0","0","688272","675385","87400","600872","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","4600","4600","4600"," 36 months"," 11.39%","151.45","B","B3","cable technician","4 years","RENT","44470","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","066xx","CT","13.43","0","Dec-2003","1","","","7","0","5400","19.1%","11","w","4050.73","4050.73","751.43","751.43","549.27","202.16","0.0","0.0","0.0","Sep-2017","151.45","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","9625","1","1","0","1","22","4225","36","2","4","4670","24","28300","0","0","1","5","1375","9610","33.7","0","0","77","159","1","1","0","7","","1","","0","2","3","3","4","2","6","9","3","7","0","0","0","2","100","0","0","0","40000","9625","14500","11700","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","35000","35000","35000"," 60 months"," 25.49%","1037.38","E","E4","Human Resource Specialist LER","10+ years","MORTGAGE","114000","Source Verified","Mar-2017","Fully Paid","n","","","home_improvement","Home improvement","224xx","VA","14.04","0","Nov-1998","1","30","","17","0","35694","74.8%","31","w","0.00","0.00","36875.0789167585","36875.08","35000.00","1875.08","0.0","0.0","0.0","Jun-2017","35565.1","","Jun-2017","0","30","1","INDIVIDUAL","","","","0","0","394086","1","2","0","1","19","46086","56","1","1","10424","70","47700","1","3","4","2","24630","1481","95.5","0","0","157","220","0","0","4","26","","0","","4","9","11","10","11","8","14","16","11","17","0","0","0","1","87.1","100","0","0","424707","81780","32700","52309","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15400","15400","15400"," 60 months"," 11.39%","337.84","B","B3","Social worker","10+ years","MORTGAGE","95000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","068xx","CT","11.52","0","Dec-1998","0","34","","20","0","12675","35.1%","35","f","14423.29","14423.29","1669.71","1669.71","976.71","693.00","0.0","0.0","0.0","Sep-2017","337.84","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","490036","0","8","2","4","7","145656","102","0","1","4600","88","36100","1","0","1","5","24502","14163","45.1","0","0","219","156","16","7","1","16","","10","","0","5","7","6","9","17","11","17","7","20","0","0","0","2","97.1","16.7","0","0","579945","158331","25800","143395","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","17000","17000","17000"," 60 months"," 13.99%","395.48","C","C3","Accounting Assistant ","3 years","MORTGAGE","51188","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","080xx","NJ","20.3","1","Oct-2001","0","6","","15","0","14750","43.8%","44","w","15990.29","15990.29","1950.97","1950.97","1009.71","941.26","0.0","0.0","0.0","Sep-2017","395.48","Oct-2017","Sep-2017","0","6","1","INDIVIDUAL","","","","0","0","184465","1","8","0","0","44","22350","58","1","1","6328","51","33700","0","0","0","1","13176","11922","46.5","0","0","185","185","0","0","3","93","","","","0","2","4","2","11","23","6","18","4","15","0","0","1","1","97.7","50","0","0","300065","37100","22300","38430","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","17000","17000","17000"," 36 months","  7.49%","528.73","A","A4","Air Traffic Controller","10+ years","MORTGAGE","120000","Not Verified","Mar-2017","Fully Paid","n","","","debt_consolidation","Debt consolidation","840xx","UT","8.41","0","Oct-2005","0","72","89","9","1","15406","31.6%","34","w","0.00","0.00","17282.802792422","17282.80","17000.00","282.80","0.0","0.0","0.0","Jun-2017","16768.22","","Sep-2017","0","75","1","INDIVIDUAL","","","","0","0","290743","0","2","1","1","9","33276","86","0","2","5681","56","48800","1","0","1","3","32305","32394","32.2","0","0","137","119","24","9","2","24","","9","","0","4","4","5","6","24","6","8","4","9","0","0","0","1","94.1","20","1","0","374071","48682","47800","38667","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6800","6800","6800"," 36 months"," 13.49%","230.73","C","C2","Mechanic ","< 1 year","RENT","55000","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","908xx","CA","20.73","0","Dec-2006","1","","","9","0","5496","23.8%","15","w","6011.03","6011.03","1143.46","1143.46","788.97","354.49","0.0","0.0","0.0","Sep-2017","230.73","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","35225","3","3","2","3","3","29729","91","2","4","802","63","23100","0","2","1","7","3914","2798","22.3","0","0","123","117","0","0","0","20","","0","","0","1","4","1","1","8","6","7","4","9","0","0","0","4","100","0","0","0","55700","35225","3600","32600","","","","","","","","","","","","N","","","","","","","","","","","","","",""
